Affiliation No.,Name,Head/Principle,Status of the School:,Affiliated Upto,Address,Phone,Email 
2730579,ST. MARK'S GIRLS SENIOR SECONDARY SCHOOL,SHEENA KALENGA,Senior Secondary, 31/03/2020 ,"A-BLOCK, MAIN ROAD, MEERA BAGH, NEW DELHI-,110087","011,25252237",smgs@saintmarksschool.com
2730188,ST. MARKS'S SR SEC PUBLIC SCHOOL,ANJALI AGGARWAL,Senior Secondary, 31/03/2021 ,"MAIN ROAD, MEERA BAGH, DISTT WEST DELHI, NEW DELHI,110087","011,25262056",anjali@saintmarksschool.com
2730157,ST. MARTIN'S DIOCESAN SCHOOL,Mrs. K Sudha,Senior Secondary, 31/03/2019 ,"CHURCH ROAD DELHI CANTT, DISTT SOUTH WEST DELHI,110010","011,25693597,9717057122",principalsmdsmartiner@gmail.com
2730629,ST. MATTHEW'S PUBLIC SCHOOL,ANITA SETHI,Senior Secondary, 31/03/2020 ,"A-6, PASCHIM VIHAR,110063","01482,011-25266019",smpschool@gmail.comWebsite:http://www.smpspv.com
2756140,St. Mother Teresa Cantonment Board Sr. Sec School,ARUNA KUMARI,Senior Secondary, 31/03/2021 ,"Uri Enclave Delhi Cantt- 110 010,110010","011,25686207",arunamalik2012@gmail.com
2730760,ST. MOTHER TERESA PUBLIC SCHOOL,Mr.Shyam Lal Sharma,Secondary School, 31/03/2019 ,"House No. 455 Street No. 3, Block-B, Baba Colony, Sant Nagar,110084",",01127612055",stmotherteresapublicschool7@gmail.com
2730273,ST. STEPHENS  SCHOOL,Yashpal Kaur,Senior Secondary, 31/03/2021 ,"PU BLOCK PITAM PURA DELHI,110034","011,27342777",ststephenprincipal@gmail.comWebsite:www.ststephenpitampura.com
2730601,ST. THOMAS SCHOOL,K Sudha ,Senior Secondary, 31/03/2015 ,"27/9, GOYALA VIHAR, VILLAGE GOYALA, DWARKA,,110043","91,8826479990",principal@stthomasdwarka.com
2730197,ST. XAVIER'S SCHOOL,JOHN ARI S.J.,Senior Secondary, 31/03/2023 ,"SHAHBAD DAULATPUR, DISTT NORTH WEST DELHI, DELHI,110042","01463,23290043",bansalkr@nde.vsnl.net.in
2730262,st.colombo public school,RAKESH DUTT,Senior Secondary, 31/03/2020 ,"maharani pratap enclave pitam pura, Distt North West Delhi, delhi,110034","011,42458062",rakeshduttscps@rediffmail.com
2730265,ST.PAUL'S DIOCESAN SCHOOL,Doris James,Secondary School, 31/03/2023 ,"JANGPURA NEW DELHI,110014","011,24377386",dorisjamesvijay@gmail.com
2730462,ST.PRAYAG PUBLIC SCHOOL,MRS DEEPA GOYAL,Secondary School, 31/03/2014 ,"H-4  PITAM PURA OPPOSITE DEEPALI DELHI,110034","011,27012386",
2730252,ST.VIVEKANAND SR SEC SCHOOL,YUVRAJ PUNJ,Senior Secondary, 31/03/2020 ,"QUTAB GARH ROAD LADPUR, DISTT NORHT WEST DELHI, DELHI,110081","011,25953539",svlprincipal@gmail.com
2730667,stanford convent school,MANJU VERMA,Secondary School, 31/03/2020 ,"D-55,KASANA COMPLEX, TAJPUR ROAD,BADAR PUR,NEW DELHI,110044","011,26996508",stanford.convent07@gmail.com
2776005,sukho khalsa sr sec school,Gurbachan Kaur Thapar,Senior Secondary, 31/03/2023 ,"jail road janakpuri new delhi,110058","011,25590874",reemathapar70@gmail.com
2730669,SUKRITI WORLD SCHOOL,Mr.SANJAY SINGH MANN,Senior Secondary, 31/03/2021 ,"VILLAGE KHERA KHURD, DELHI - 110082,110082",",09999444995",admin.sws@gmail.com
2730370,SULABH PUBLIC SCHOOL,ANJANA SHARAN,Secondary School, 31/03/2020 ,"SULABH BHAWAN RZ-83, PALAM DABRI ROAD MAHAVIR ENCLAVE, NEW DELHI,110045","011,25032753",sulabhpublicschool1@gmail.comWebsite:http://www.dldavpp.com
2730675,suman vidya mandir,RENU SHARMA,Secondary School, 31/03/2019 ,"a-57 bhagirathi vihar, karawal nagar delhi,110094","011,22172259",manojkumar.dedha@gmail.com
2730158,sumer mal jain public school,Smita Amit,Senior Secondary, 31/03/2022 ,"b-2 block janak puri new delhi,110058","011,25504223",sumermaljainschool@rediffmail.comWebsite:www.sumermaljainpublicsch
2730023,SUMMER FIELDS SCHOOL,Neeru Suman,Senior Secondary, 31/03/2024 ,"KAILASH COLONY NEW DELHI,110048","011,29242946",principal@summerfields.co.inWebsite:www.themis.in
2730614,SUNRISE PUBLIC SCHOOL,POONAM BHARDWAJ,Secondary School, 31/03/2020 ,"Plot No.113, Village Tajpur Khurd, New Delhi-110071,110071","011,9811680600",sunrisepublicschool@gmail.com
2730139,SURAJ BHAN D A V PUBLIC SCHOOL,ANITA AHUJA,Senior Secondary, 31/03/2020 ,"F-10/15 VASANT VIHAR, DISTT SOUTH WEST DELHI, NEW DELHI,110057","011,26149082",anita.ahuja1965@yahoo.comWebsite:manikpublicschool.org
2768034,swami dayanand govt.sarvodaya girls,MARY GEMMA LAKRA,Senior Secondary, 31/03/2021 ,"sr. sec. school old rajinder nagar new  delhi,110060","011,25784108",sdskvorn@yahoo.co.in
2776006,SWAMI SIVANANDA MEMORIAL SEC SCH,SUDESH KUMARI,Secondary School, 31/03/2018 ,"EAST AVENUE PUNJABI BAGH NEW DELHI,110026","011,28314693",SSMSS1515082@GMAIL.COM
2730544,SWATI MODERN PUBLIC SCHOOL,RAMBIR,Secondary School, 31/03/2020 ,"757/1, MUNDKA ,,110041",",28341434",
2730748,Swiss Cottage School,MRS.SEEMA BHATNAGAR,Senior Secondary, 31/03/2021 ,"Salahpur, Bijwasan,,110061","0124,8527165558",info@swisscottageschool.inWebsite:http://www.swisscottageschool.in
2730084,tagore international school,NANDITA SAHU,Senior Secondary, 31/03/2020 ,"e-block, east of kailash, south delhi, new delhi-110065,110065","011,26433001",principal.eok@tagoreint.comWebsite:http://www.tagoreint.com
2730034,Tagore international school,MADHULIKA SEN,Senior Secondary, 31/03/2022 ,"b-paschimi marg vasant vihar new delhi,110057","011,26149008",INFO.VV@TGAOREINT.COM
2730225,TAGORE PUBLIC SCHOOL,RITU BHATIA,Senior Secondary, 31/03/2020 ,"D BLOCK NARAINA VIHAR, DISTT SOUTH WEST DELHI, NEW DELHI,110028","011,45044091",tps.online@yahoo.co.inWebsite:www.tpsnarainavihar.com
2730793,Tagore Shiksha Niketan,Mrs. Kiran Khanna,Secondary School, 31/03/2021 ,"D-91, Meethapur Extension, Badarpur,110044",",01165446400",tagoreshikshaniketan.2001@gmail.comWebsite:http://www.tagoreshikshaniketan.in
2730126,TAGORE SR SEC SCHOOL,MOHIT KUMAR AHUJA,Senior Secondary, 31/03/2020 ,"18 MAYAPURI NEW DELHI,110064","011,25125679",mohhitahuja28@yahoo.com
2730086,TAKSILA PUBLIC SCHOOL,MEERA SRIVASTAVA,Senior Secondary, 31/03/2020 ,"JYOTI COLONY EXTN SHAHDARA DELHI,110094","011,22801675",computer_takshila@yahoo.com
2730654,TECNIA INTERNATIONAL SCHOOL,NEETA KOHLI,Senior Secondary, 31/03/2020 ,"F-19, SECTOR-8, ROHINI,110085","011,27942400",principaltis@tecnia.inWebsite:http://tis.tecnia.in
2730291,THE ADARSH SCHOOL,Anurag,Senior Secondary, 31/03/2020 ,"RAMA ROAD KIRTI NAGAR NEW DELHI,110015","011,25468105",theadarsh@gmail.comWebsite:http://www.adarshschool.c
2730001,the air force school,AMITA GUPTA,Senior Secondary, 31/03/2019 ,"subroto park delhi cantt new delhi,110010","011,25693063",TAFSDELHI@GMAIL.COM
2730003,the army public school,MRIDULA PANT,Senior Secondary, 31/03/2020 ,"ridge road dhaula kuan new delhi,110010","011,25693040",mridulapant@gmail.com
2730199,THE BANYAN TREE SCHOOL,RANJANA NEGI,Senior Secondary, 31/03/2020 ,"LODHI ROAD NEW DELHI,110003","011,40934390",ranjana.negi@banyantree.in
2730587,The Baptist Convent School,Mahima Malik,Senior Secondary, 31/03/2020 ,"C.G.H.S. Complex, Near Balco Market, I.P. Extn., Patparganj, Delhi-92,110092","011,22247202",mahimamalik@icloud.com
2730510,THE CAMBRIDGE INTL SCHOOL,Neelam Singh,Senior Secondary, 31/03/2023 ,"JAWAHAR PARK MAIN KHANPUR DEVLI ROAD, DISTT SOUTH DELHI, NEW DELHI,110062","011,29912900",neelamnadvani@yahoo.co.inWebsite:http://www.ivodias49
2730604,THE DEV PUBLIC SCHOOL,Rajesh Kumari,Senior Secondary, 31/03/2020 ,"58/2, SURYA KUNJ, JHARODHA ROAD, NEW DELHI-110072,110072","011,9911685265",thedevpublicschool@gmail.com
2730506,THE HERITAGE SCHOOL,Neena Kaul,Senior Secondary, 31/03/2021 ,"SECTOR 23 PLOTNO 8 ROHINI DELHI,110085","011,27062800",neena.kaul@rohini.theheritageschool.in
2730315,THE HERITAGE SCHOOL,SUNITA SWARAJ,Senior Secondary, 31/03/2021 ,"D/2 VASANT KUNJ NEW DELHI,110070","011,26731300",principal@theheritageschool.in
2730616,The Indian Heights School,ARCHANA NARAIN,Senior Secondary, 31/03/2021 ,"Sector - 23, Dwarka, New Delhi - 110077,110077","011,45586511",tihsprincipal@gmail.comWebsite:http://www.theindianheights.org
2730326,THE INDIAN SCHOOL,TANIA JOSHI ,Senior Secondary, 31/03/2022 ,"JOSIP BROZ TITO MARG NEW DELHI,110049","011,26257551",mrstaniajoshi@gmail.com
2730207,THE LAWRENCE PUBLIC SCHOOL,REKHA KUMARI,Secondary School, 31/03/2022 ,"C 3 BLOCK JANAKPURI NEW DELHI,110058","011,25540407",lpsjkp@rediffmail.com
2730198,THE MANN SCHOOL,VK Banga,Senior Secondary, 31/03/2019 ,"HOLAMBI KHURD VILLAGE, DISTT NORTH DELHI, DELHI,110082","011,27700100",principal@themannschool.com
2730021,THE MOTHER'S INTERNATIONAL SCHOOL,SANGHAMITRA GHOSH,Senior Secondary, 31/03/2019 ,"SRI AUROBINDO MARG NEW DELHI,110016","011,26964140",contact@themis.inWebsite:www.themis.in
2730411,"THE PINNACLE SCHOOL, SENIOR, JUNIOR AND TINY TOTS",JASMEET KAUR,Senior Secondary, 31/03/2020 ,"D BLOCK PANCHSHEEL ENCLAVE NEW DELHI,110017","011,26490952",jasmeetmadhok@yahoo.co.in
2730699,THE SOVEREIGN SCHOOL,PREETIKA GUPTA,Senior Secondary, 31/03/2020 ,"PH-III,PKT-17,SECTOR-24,ROHINI, NORTH WEST DELHI,110085","011,27058811",preetikaj@gmail.comWebsite:http://www.thesovereignschool.com
2730577,THE SRIJAN SCHOOL,VINCENT ASHISH MOSES,Senior Secondary, 31/03/2020 ,"4B, NORTH MODEL TOWN,110009","011,27676796",vincentmoses1@gmail.comWebsite:http://www.thesrijanschool.com
2778033,THE UNION ACADEMY SR SEC SCHOOL,M B BHATTACHARYA,Senior Secondary, 31/03/2018 ,"RAJA BAZAR NEW DELHI,110001","011,23363258",
2730752,The Vivekanand School,VANDANA SHARMA,Senior Secondary, 31/03/2020 ,"Shiv Mandir Colony Narela Delhi-110040,110040","011,27281654",thevivekanandschoolnarela@rediffmail.comWebsite:http://www.thevivekanandschool.in
2730368,TINU PUBLIC SCHOOL,URMILA  MALIK,Senior Secondary, 31/03/2020 ,"B-5/1189 SANGAM VIHAR NEW DELHI,110062","011,65673221",tps_siwas@yahoo.co.in
2730402,TITIKSHA PUBLIC SCHOOL,PROMIL BALI,Senior Secondary, 31/03/2022 ,"SECTOR 11 ROHINI, DISTT NORTH WEST DELHI, DELHI,110085","011,27572591",principal@titikshapublicschool.com
2730611,Tulips International School,Zahra Ramish Rizvi,Senior Secondary, 31/03/2020 ,"611,612 & 613, pooth khurd,delhi bawana road,110039","011,9555288838",principal.tulips@gmail.comWebsite:http://www.tulipsschool.com
2730247,TYAGI PUBLIC SCHOOL,Mr. Dr. Anita Vats,Senior Secondary, 31/03/2020 ,"B-3 KESHAV PURAM DELHI,110035","011,27193619",
2730719,u.s.m.public sec.school,MissRAJESH,Senior Secondary, 31/03/2021 ,"VEENA ECLAVE NANGLOI DELHI - 110041,110041",",919213181948",USMPUBLICSECSCHOOL@GMAIL.COM
2730153,UNIVERSAL PUBLIC SCHOOL,Monita Gopal,Senior Secondary, 31/03/2023 ,"A-BLOCK PREET VIHAR DELHI,110092","011,22513972",u_p_school@yahoo.co.inWebsite:http://www.universalpubli
2730497,UNIVERSAL PUBLIC SCHOOL,DEEPA JOSHI,Senior Secondary, 31/03/2020 ,"G-109 MAHAVIR ENCLAVE PALAM NEW DELHI,110045","011,25032098",joshideepa968@gmail.comWebsite:www.universalps.edu.com
2730716,upadhyay convent school,POONAM,Senior Secondary, 31/03/2020 ,"d block main road kadi vihar , near nathupura , burari , delhi,110036","011,27732035",UPADHYAYCONVENTSCHOOL@YAHOO.COM
2760013,updesh kaur govt sarvodaya girls sr,SHASHI KHATRI,Senior Secondary, 31/03/2023 ,"school daryapur kalan delhi,110039","011,27752844",skvdariyapur@gmail.com
2778012,V D U C RAMJAS SR SEC SCHOOL NO 7,SH R.K.TEJI,Senior Secondary, 31/03/2006 ,"BALLIMARAN BARADARI DELHI ,110006",",22916125",
2774020,V N BENGALI SR SEC SCHOOL,Mr. SUKANTA BHATTACHARJEE,Senior Secondary, 31/03/2020 ,"SAROJINI NAGAR NEW DELHI,110023","011,24672875",vnbsss@yahoo.comWebsite:http://www.vinaynagarbeng
2770004,v s agricultural sr sec school,harish ram,Senior Secondary, 31/03/2019 ,"khera garhi delhi,110082",",27883104",
2730432,V S P K INTERNATIONAL SCHOOL,Dolly Jaitly,Senior Secondary, 31/03/2020 ,"SECTOR 13 ROHINI DELHI,110085","011,27550204",vspkschool@yahoo.co.inWebsite:http://www.vspkinternatio
2750018,VAID Pt K.R. GOVT SARVODAYA BAL VIDYALAYA,BHASKRANAND BIDALIYA,Senior Secondary, 31/03/2018 ,"NANGAL THAKRAN DELHI,110039","011,27751461",bnbidaliya68@gmail.com
2730489,VANASTHALI PUBLIC SCHOOL,Anuradha Jain,Senior Secondary, 31/03/2020 ,"MAYUR VIHAR PHASE III NEAR RUCHIKA PETROL PUMP, DISTT EAST DELHI, DELHI,110096","011,22622934",principalvanasthalisss@yahoo.co.in
2730206,VANASTHALI PUBLIC SCHOOL,MRS SUDESH KUMARI SHARMA,Senior Secondary, 31/03/2009 ,"MADHU VIHAR NEAR DTC DEPOT PATPAR GANJ DELHI ,110092",",22221897",
2730747,VANASTHALI PUBLIC SCHOOL,SHASHI SINGH,Senior Secondary, 31/03/2021 ,"Ghewra Nizampur Road Delhi,110081","011,8860626551",singshashi@gmail.com
2730458,VANDANA INTERNATIONAL SCHOOL,VED PRAKASH,Senior Secondary, 31/03/2024 ,"SECTOR-10 PHASE I DWARKA NEW DELHI,110075","011,40785785",school_vandana@yahoo.com
2730128,VARDHMAN SHIKSHA MANDIR SR SEC SCH,MS PREETI JAIN,Senior Secondary, 31/03/2020 ,"PADAM CHAND MARG DARYA GANJ, DISTT CENTRAL DELHI, NEW DELHI,110002","0424,23277448",vishnupublicschool@yahoo.co.in
2730233,VASANT VALLEY SCHOOL,Rekha Krishnan,Senior Secondary, 31/03/2023 ,"SECTOR C VASANT KUNJ, DISTT SOUTH DELHI, NEW DELHI,110070","011,26892787",rkrishnan@vasantvalley.orgWebsite:http://www.ihsvaranasi.in
2730670,vasundhara public school,VANDANA ASIWAL,Secondary School, 31/03/2020 ,"b-65, hastsal vihar, uttam nagar,new delhi=110059,110059","011,8285800892",mail4vps@gmail.com
2730141,VEDA VYASA D A V PUBLIC SCHOOL,CHITRA NAKRA,Senior Secondary, 31/03/2020 ,"D BLOCK VIKASPURI NEW DELHI,110018","011,28535594",vvdavprincipal@gmail.comWebsite:http://www.vvdav.com
2730683,VEER PUBLIC SCHOOL,KANTA YADAV,Secondary School, 31/03/2020 ,"OLD PALAM GURGAON ROAD, KAPASHERA, SOUTH WEST DELHI, NEW DELHI,110037","011,25063729",veerpublicschool@gmail.comWebsite:http://www.veerpublicschool.com
2762059,veer roshan singh govt. sarvodaya,USHA KUMARI,Senior Secondary, 31/03/2020 ,"g.s.s.s. gokalpur village delhi,110094","011,22814808",gskv110402139@yahoo.com
2730687,venkateshwar global school,KAVITA SONI,Senior Secondary, 31/03/2022 ,"sect-13, rohini,110089","011,27555227",sonikavita387@gmail.com
2730382,VENKATESHWAR INTERNATIONAL SCHOOL,Manisha Sharma Offc Principal,Senior Secondary, 31/03/2023 ,"DWARKA SECTOR 10 NEW DELHI,110045","011,43180800",principal_vis10@rediffmail.comWebsite:http://www.abc.com
2780002,VICTORIA GIRLS SR. SEC. SCHOOL,G F SAMPSON,Senior Secondary, 31/03/2020 ,"6 RAJ PUR ROAD DELHI,110054","011,23917828",victoriasss1207223@gmail.com
2730486,Victoria public school,ELA SAXENA,Senior Secondary, 31/03/2020 ,"A-5 brij puri warizrabad delhi,110094","011,22186948",bhatnagarok@gmail.com
2730593,VIDYA BAL BHAVAN SENIOR SCHOOL,SV Sharma,Senior Secondary, 31/03/2022 ,"KONDLI, GHAROLI ROAD, MAYUR VIHAR - III, EAST DELHI,110096","011,22626299",vidyabalbhawan@gmail.com
2730213,VIDYA BHARTI SCHOOL,MISS SUBHASH GROVER,Senior Secondary, 31/03/2020 ,"BLOCK-G SECTOR -15 ROHINI DELHI,110085","0268,27291843",bvb_nadiad@yahoo.comWebsite:http://www.bhavansnadiad.g
2774016,vidya bhavan mahavidyalaya s s schl,Ashok Kumar,Senior Secondary, 31/03/2021 ,"lodhi estate new delhi,110003","011,24611894",drashok_kumar1964@rediffmail.com
2788032,VIDYA BHAWAN GIRLS SR SEC SCH,YOGESHWARI,Senior Secondary, 31/03/2022 ,"NEW RAJINDER NAGAR NEW DELHI,110060","011,28741790",vidyabhawan2128102@rediffmail.com
2778016,vidya gyan mandir sr sec school,SARSWATI  ,Senior Secondary, 31/03/2019 ,"pahari dhiraj delhi,110006","011,23540224",sarswatipaliwal@gmail.com
2730570,VIDYA JAIN PUBLIC SCHOOL,NARESH JAIN,Senior Secondary, 31/03/2016 ,"SECTOR=6,ROHINI, Delhi-110085,110085","011,47027950",vjpschool@gmail.comWebsite:http://www.myschoolonline.in
2730624,VIDYA MEMORIAL PUBLIC SCHOOL,Priya Tyagi,Senior Secondary, 31/03/2020 ,"G-1/450, DAL MILL ROAD, UTTAM NAGAR, WEST DELHI,110059","011,25373069",anshul.may2@gmail.com
2730200,VIDYA NIKETAN,Anindita Das,Senior Secondary, 31/03/2020 ,"D-BLOCK SAKET NEW DELHI,110017","011,26851356",aninditadas105@gmail.com
2730337,VIDYA NIKETAN PUBLIC SCHOOL,SMT KAUSHALAYA DEVI SHARMA,Secondary School, 31/03/2020 ,"NANAKPURA MOTI BAGH NEW DELHI,110021",",24673314",
2730466,VIDYA PUBLIC SCHOOL,SHEHNAZ,Secondary School, 31/03/2023 ,"VIDYA BHAWAN BANGLA SAHIB ROAD OPP KALI MANDIR NEW DELHI,110001","011,23348843",VIDYAPUBLICSCHOOL@YAHOO.CO.IN
2730365,VIKAS BHARTI PUBLIC SCHOOL,S PREMALATHA,Senior Secondary, 31/03/2023 ,"SECTOR 24 ROHINI NEW DELHI,110085","011,27052641",prekar24@gmail.comWebsite:http://www.vikasbharati.c
2762054,VINOBHA BHAVE GOVT. SARVODAYA GIRLS,SANJEEV RANJAN,Senior Secondary, 31/03/2022 ,"S.S.S. NEW SEEMAPURI DELHI,110095","011,22351400",skvnsp@gmail.com
2754075,VIR CHANDER SINGH GARHWALI,ANAND KUMAR,Senior Secondary, 31/03/2020 ,"GOVT.SARVODAYA BOYS SR. SEC.SCHOOL J-BLOCK SAKET NEW DELHI,110017","011,26962121",awasthikanand56@gmail.com
2764018,vir savarkar govt.sarvodaya girls sr,NEELAM JASRA,Senior Secondary, 31/03/2023 ,"sec school no 1 kalkaji new delhi,110019","011,26439388",veer_savarkar1@yahoo.co.in
2730328,VIRENDRA PUBLIC SCHOOL,SITA JHA,Senior Secondary, 31/03/2023 ,"70 TIMARPUR ROAD DELHI,110054","11,23811189",GPS@VIRENDRAPUBLICSCHOOL.COM
2730255,vishal bharti public school,AMITA SAXENA,Senior Secondary, 31/03/2020 ,"a 1 paschim vihar new delhi,110063","011,25263065",amitavandan@gmail.com
2730498,VISHAL BHARTI SECONDARY SCHOOL,Kiran Dhall,Senior Secondary, 31/03/2020 ,"SARASWATI VIHAR PITAM PURA DELHI,110034","011,27026750",vbs.principalkd@gmail.comWebsite:http://jsbpublicschool.com
2730414,VISHWA BHARTI PUBLIC SCHOOL,Basant Kumar Mishra,Senior Secondary, 31/03/2020 ,"SECTOR 6 DWARKA NEW DELHI,110009","011,25082884",principal.vbpsdwk@yahoo.in
2730701,Vishwa International Academy,SHEFALI THAPA,Senior Secondary, 31/03/2020 ,"G.T Karnal Road, Hamidpur Road, Bakoli, North West Delhi,110036","11,65452456",principal.vishwaschool@gmail.comWebsite:http://www.vishwagroups.com
2762010,VISHWAMITRA GOVT. SARVODAYA GIRLS,ASHA DAS,Senior Secondary, 31/03/2022 ,"SR SEC SCHOOL SEEMA PURI DELHI,110095","011,22353653",1106021hos@gmail.com
2730525,VIVEKANAND INTT SCHOOL,SONU KUNDRA HOS,Senior Secondary, 31/03/2020 ,"RS-3 I P EXTN PATPAR GANJ DELHI,110092","011,65903192",sonukundra13@gmail.com
2730333,VIVEKANAND PUBLIC SCHOOL,ASHIMA JHAMB,Senior Secondary, 31/03/2020 ,"B BLOCK ANAND VIHAR, DISTT EAST DELHI, DELHI,110092","011,42420545",ashima2912@gmail.comWebsite:http://www.vikas.com.my
2730107,VIVEKANAND SCHOOL,Sanjana Mahajan,Senior Secondary, 31/03/2020 ,"D-BLOCK ANAND VIHAR DELHI,110092","011,22141527",sanjana.mahajan@vivekanandschool.in
2730317,WEST POINT MODEL SCHOOL,PUSHPA HANDOO,Senior Secondary, 31/03/2020 ,"OM VIHAR PHASE III UTTAM NAGAR, DISTT WEST DELHI, NEW DELHI,110059","011,25351899",handoopushpa@gmail.com
2730404,WHITE LEAF PUBLIC SCHOOL,ANILA RANI,Senior Secondary, 31/03/2020 ,"NARELA ROAD BAWANA, DISTT NORTH WEST DELHI, DELHI,110039","011,27755221",anilagemini3000@yahoo.co.in
2730796,WHITE LEAF PUBLIC SCHOOL,Mr.SUNIL SHARMA,Secondary School, 31/03/2021 ,"PLOT NO-89, GALI NO.2 AND 3 POOTH KHURD, DELHI-39,110039",",011-65666563",whiteleafpooth@gmail.comWebsite:http://www.wlpsbawana.com
2730769,YASH VIDYA PUBLIC SCHOOL,ASHMITA,Secondary School, 31/03/2020 ,"HARIT VIHAR , PEPSI ROAD, SANT NAGAR, BURARI,110084","011,65723826",ashmita015@gmail.com
2754073,yogi arvind govt.sarvodaya boys sr.sec school,DHARAM SINGH,Senior Secondary, 31/03/2021 ,"school sect iv madangir dr ambedkar new delhi,110062","011,29955981",yogiarvind1923005@rediffmail.com
2730140,YUVA SHAKTI MODEL SCHOOL,HARINDER KUMAR,Senior Secondary, 31/03/2015 ,"SECTOR III ROHINI DELHI,110085","011,47148227",harinderkumar12@yahoo.co.in
2730795,YUVASHAKTI MODEL SCHOOL,Mr.PRAVEEN KUMAR,Secondary School, 31/03/2021 ,"RAMA VIHAR,110081",",01125952117",ymsrama@gmail.com
2730783,Yuvashakti Model School,Mrs.Madhu Rajouria,Secondary School, 31/03/2020 ,"T-4, Phase I, Budh Vihar,110086",",01127537889",ymsinfo2004@yahoo.co.in
2762002,zeenat mahal govt.sarvodaya girls sr school,MEENA KUMARI,Senior Secondary, 31/03/2023 ,"jafrabad delhi,110053","011,22173784",meenakumari273@gmail.com
2730758,Zigyasa Co-Ed English Medium School,Mrs.Amita Kataria,Secondary School, 31/03/2020 ,"Kh. No. 76 & 81, Village Badusarai, New Delhi,110071","6252,8130649532",nkmahajanfca@gmail.com
2730466,VIDYA PUBLIC SCHOOL,SHEHNAZ,Secondary School, 31/03/2023 ,"VIDYA BHAWAN BANGLA SAHIB ROAD OPP KALI MANDIR NEW DELHI,110001","011,23348843",VIDYAPUBLICSCHOOL@YAHOO.CO.IN
2730365,VIKAS BHARTI PUBLIC SCHOOL,S PREMALATHA,Senior Secondary, 31/03/2023 ,"SECTOR 24 ROHINI NEW DELHI,110085","011,27052641",prekar24@gmail.comWebsite:http://www.vikasbharati.c
2762054,VINOBHA BHAVE GOVT. SARVODAYA GIRLS,SANJEEV RANJAN,Senior Secondary, 31/03/2022 ,"S.S.S. NEW SEEMAPURI DELHI,110095","011,22351400",skvnsp@gmail.com
2754075,VIR CHANDER SINGH GARHWALI,ANAND KUMAR,Senior Secondary, 31/03/2020 ,"GOVT.SARVODAYA BOYS SR. SEC.SCHOOL J-BLOCK SAKET NEW DELHI,110017","011,26962121",awasthikanand56@gmail.com
2764018,vir savarkar govt.sarvodaya girls sr,NEELAM JASRA,Senior Secondary, 31/03/2023 ,"sec school no 1 kalkaji new delhi,110019","011,26439388",veer_savarkar1@yahoo.co.in
2730328,VIRENDRA PUBLIC SCHOOL,SITA JHA,Senior Secondary, 31/03/2023 ,"70 TIMARPUR ROAD DELHI,110054","11,23811189",GPS@VIRENDRAPUBLICSCHOOL.COM
2730255,vishal bharti public school,AMITA SAXENA,Senior Secondary, 31/03/2020 ,"a 1 paschim vihar new delhi,110063","011,25263065",amitavandan@gmail.com
2730498,VISHAL BHARTI SECONDARY SCHOOL,Kiran Dhall,Senior Secondary, 31/03/2020 ,"SARASWATI VIHAR PITAM PURA DELHI,110034","011,27026750",vbs.principalkd@gmail.comWebsite:http://jsbpublicschool.com
2730414,VISHWA BHARTI PUBLIC SCHOOL,Basant Kumar Mishra,Senior Secondary, 31/03/2020 ,"SECTOR 6 DWARKA NEW DELHI,110009","011,25082884",principal.vbpsdwk@yahoo.in
2730701,Vishwa International Academy,SHEFALI THAPA,Senior Secondary, 31/03/2020 ,"G.T Karnal Road, Hamidpur Road, Bakoli, North West Delhi,110036","11,65452456",principal.vishwaschool@gmail.comWebsite:http://www.vishwagroups.com
2762010,VISHWAMITRA GOVT. SARVODAYA GIRLS,ASHA DAS,Senior Secondary, 31/03/2022 ,"SR SEC SCHOOL SEEMA PURI DELHI,110095","011,22353653",1106021hos@gmail.com
2730525,VIVEKANAND INTT SCHOOL,SONU KUNDRA HOS,Senior Secondary, 31/03/2020 ,"RS-3 I P EXTN PATPAR GANJ DELHI,110092","011,65903192",sonukundra13@gmail.com
2730333,VIVEKANAND PUBLIC SCHOOL,ASHIMA JHAMB,Senior Secondary, 31/03/2020 ,"B BLOCK ANAND VIHAR, DISTT EAST DELHI, DELHI,110092","011,42420545",ashima2912@gmail.comWebsite:http://www.vikas.com.my
2730107,VIVEKANAND SCHOOL,Sanjana Mahajan,Senior Secondary, 31/03/2020 ,"D-BLOCK ANAND VIHAR DELHI,110092","011,22141527",sanjana.mahajan@vivekanandschool.in
2730317,WEST POINT MODEL SCHOOL,PUSHPA HANDOO,Senior Secondary, 31/03/2020 ,"OM VIHAR PHASE III UTTAM NAGAR, DISTT WEST DELHI, NEW DELHI,110059","011,25351899",handoopushpa@gmail.com
2730404,WHITE LEAF PUBLIC SCHOOL,ANILA RANI,Senior Secondary, 31/03/2020 ,"NARELA ROAD BAWANA, DISTT NORTH WEST DELHI, DELHI,110039","011,27755221",anilagemini3000@yahoo.co.in
2730796,WHITE LEAF PUBLIC SCHOOL,Mr.SUNIL SHARMA,Secondary School, 31/03/2021 ,"PLOT NO-89, GALI NO.2 AND 3 POOTH KHURD, DELHI-39,110039",",011-65666563",whiteleafpooth@gmail.comWebsite:http://www.wlpsbawana.com
2730769,YASH VIDYA PUBLIC SCHOOL,ASHMITA,Secondary School, 31/03/2020 ,"HARIT VIHAR , PEPSI ROAD, SANT NAGAR, BURARI,110084","011,65723826",ashmita015@gmail.com
